Tournament ID,Tournament City,Surface,draw_size,Tournament Level,Tournament Date,year,Latitude,Longitude,Level Weight,Month Name,Month Number,Draw Weight,Draw Size
2025-M-ITF-BIH-2025-002,"Brcko, Bosnia and Herzegovina",Clay,32,Futures,2025-05-19,2025,44.8771222,18.8095022,1,May,5,32,32 Draw
2025-M-ITF-USA-2025-012,"Orlando FL, United States",Clay,32,Futures,2025-05-19,2025,28.5479786,-81.4127842,1,May,5,32,32 Draw
2025-M-ITF-ITA-2025-011,"Cervia, Italy",Clay,32,Futures,2025-05-19,2025,44.2609836,12.3495462,1,May,5,32,32 Draw
2025-M-ITF-CHI-2025-003,"Coquimbo, Chile",Clay,32,Futures,2025-05-26,2025,-30.7546652,-70.9005536,1,May,5,32,32 Draw
2025-M-ITF-CHN-2025-012,"Luan, China",Hard,32,Futures,2025-05-26,2025,39.7629676,118.6588085,1,May,5,32,32 Draw
2025-M-ITF-CHN-2025-013,"Luan, China",Hard,32,Futures,2025-06-02,2025,39.7629676,118.6588085,1,June,6,32,32 Draw
2025-M-ITF-USA-2025-014,"San Diego CA, United States",Hard,32,Futures,2025-06-02,2025,32.7166921,-117.169295,1,June,6,32,32 Draw
2025-M-ITF-ESP-2025-033,"Cordoba, Spain",Clay,32,Futures,2025-06-02,2025,37.8845813,-4.7760138,1,June,6,32,32 Draw
2025-M-ITF-USA-2025-013,"San Diego CA, United States",Hard,32,Futures,2025-05-26,2025,32.7166921,-117.169295,1,May,5,32,32 Draw
2025-M-ITF-SLO-2025-003,"Ljubljana, Slovenia",Clay,32,Futures,2025-06-02,2025,46.0500268,14.5069289,1,June,6,32,32 Draw
2025-M-ITF-GRE-2025-007,"Heraklion, Greece",Hard,32,Futures,2025-05-26,2025,35.33908,25.1332843,1,May,5,32,32 Draw
2025-M-ITF-TUN-2025-021,"Monastir, Tunisia",Hard,32,Futures,2025-05-26,2025,35.7707582,10.8280511,1,May,5,32,32 Draw
2025-M-ITF-TUN-2025-022,"Monastir, Tunisia",Hard,32,Futures,2025-06-02,2025,35.7707582,10.8280511,1,June,6,32,32 Draw
2025-M-ITF-TUN-2025-025,"Monastir, Tunisia",Hard,32,Futures,2025-06-02,2025,35.7707582,10.8280511,1,June,6,32,32 Draw
2025-M-ITF-DOM-2025-004,"Santo Domingo, Dominican Republic",Hard,32,Futures,2025-06-02,2025,18.4713858,-69.8918436,1,June,6,32,32 Draw
2025-M-ITF-JPN-2025-008,"Karuizawa, Japan",Clay,32,Futures,2025-06-02,2025,36.3482938,138.5969968,1,June,6,32,32 Draw
2025-M-ITF-UZB-2025-002,"Tashkent, Uzbekistan",Hard,32,Futures,2025-05-26,2025,41.3123363,69.2787079,1,May,5,32,32 Draw
2025-M-ITF-ITA-2025-010,"Caltanissetta, Italy",Clay,32,Futures,2025-06-02,2025,37.4902628,14.063284,1,June,6,32,32 Draw
2025-M-ITF-ARM-2025-002,"Tsaghkadzor, Armenia",Clay,32,Futures,2025-06-02,2025,40.5227052,44.6866319,1,June,6,32,32 Draw
2025-M-ITF-ARM-2025-001,"Tsaghkadzor, Armenia",Clay,32,Futures,2025-05-26,2025,40.5227052,44.6866319,1,May,5,32,32 Draw
2025-M-ITF-CRO-2025-006,"Bol, Croatia",Clay,32,Futures,2025-05-26,2025,43.2605186,16.6520192,1,May,5,32,32 Draw
2025-M-ITF-KOR-2025-002,"Daegu, South Korea",Hard,32,Futures,2025-05-26,2025,35.8713,128.6018,1,May,5,32,32 Draw
2025-M-ITF-KOR-2025-003,"Changwon, South Korea",Hard,32,Futures,2025-06-02,2025,35.227956,128.6818586,1,June,6,32,32 Draw
2025-M-ITF-AUT-2025-006,"Warmbad Villach, Austria",Clay,32,Futures,2025-05-26,2025,46.5887498,13.8287113,1,May,5,32,32 Draw
2025-M-ITF-TUR-2025-019,"Kayseri, Turkey",Hard,32,Futures,2025-05-26,2025,38.7219011,35.4873214,1,May,5,32,32 Draw
2025-M-ITF-AUT-2025-005,"Klagenfurt, Austria",Clay,32,Futures,2025-06-02,2025,46.623943,14.3075976,1,June,6,32,32 Draw
2025-M-ITF-ESP-2025-020,"La Nucia, Spain",Clay,32,Futures,2025-05-26,2025,38.6133727,-0.1257319,1,May,5,32,32 Draw
2025-M-ITF-HUN-2025-002,"Gyula, Hungary",Clay,32,Futures,2025-05-26,2025,46.6438656,21.2747575,1,May,5,32,32 Draw
2025-M-ITF-SRB-2025-006,"Kursumlijska Banja, Serbia",Clay,32,Futures,2025-05-26,2025,43.0578755,21.2550485,1,May,5,32,32 Draw
2025-M-ITF-TUR-2025-020,"Kayseri, Turkey",Hard,32,Futures,2025-06-02,2025,38.7219011,35.4873214,1,June,6,32,32 Draw
2025-M-ITF-SRB-2025-012,"Belgrade, Serbia",Clay,32,Futures,2025-06-02,2025,44.8153318,20.4456588,1,June,6,32,32 Draw
2025-M-ITF-FRA-2025-014,"Carnac, France",Clay,32,Futures,2025-05-26,2025,47.5836629,-3.0794428,1,May,5,32,32 Draw
2025-M-ITF-FRA-2025-016,"Grasse, France",Clay,32,Futures,2025-06-02,2025,43.6589011,6.9239103,1,June,6,32,32 Draw
2025-M-ITF-ROU-2025-007,"Satu Mare, Romania",Clay,32,Futures,2025-05-26,2025,47.7891763,22.8725598,1,May,5,32,32 Draw
2025-M-ITF-BIH-2025-003,"Doboj, Bosnia and Herzegovina",Clay,32,Futures,2025-05-26,2025,44.7324559,18.0850157,1,May,5,32,32 Draw
2025-M-ITF-ESP-2025-026,"Martos, Spain",Hard,32,Futures,2025-06-09,2025,37.7222633,-3.9703241,1,June,6,32,32 Draw
2025-M-ITF-SWE-2025-001,"Värnamo, Sweden",Clay,32,Futures,2025-06-09,2025,57.184902,14.0410977,1,June,6,32,32 Draw
2025-M-ITF-SRB-2025-008,"Kursumlijska Banja, Serbia",Clay,32,Futures,2025-06-09,2025,43.0578755,21.2550485,1,June,6,32,32 Draw
2025-M-ITF-CZE-2025-002,"Ceska Lipa, Czech Republic",Clay,32,Futures,2025-06-09,2025,50.6865452,14.5372974,1,June,6,32,32 Draw
2025-M-ITF-HUN-2025-003,"Nyiregyhaza, Hungary",Clay,32,Futures,2025-06-09,2025,47.9557802,21.7167982,1,June,6,32,32 Draw
2025-M-ITF-TUN-2025-030,"Monastir, Tunisia",Hard,32,Futures,2025-06-09,2025,35.7707582,10.8280511,1,June,6,32,32 Draw
2025-M-ITF-ROU-2025-008,"Oradea, Romania",Clay,32,Futures,2025-06-09,2025,47.0549163,21.9285231,1,June,6,32,32 Draw
2025-M-ITF-CHN-2025-014,"Luan, China",Hard,32,Futures,2025-06-09,2025,39.7629676,118.6588085,1,June,6,32,32 Draw
2025-M-ITF-TUN-2025-026,"Monastir, Tunisia",Hard,32,Futures,2025-06-09,2025,35.7707582,10.8280511,1,June,6,32,32 Draw
2025-M-ITF-FIN-2025-001,"Vaasa, Finland",Hard,32,Futures,2025-06-09,2025,63.0957722,21.6159187,1,June,6,32,32 Draw
2025-M-ITF-TUR-2025-021,"Kayseri, Turkey",Hard,32,Futures,2025-06-09,2025,38.7219011,35.4873214,1,June,6,32,32 Draw
2025-M-ITF-FRA-2025-015,"Villeneuve-Loubet, France",Clay,32,Futures,2025-06-09,2025,43.6579947,7.1217592,1,June,6,32,32 Draw
2025-M-ITF-GUM-2025-001,"Harmon, Guam",Hard,32,Futures,2025-06-09,2025,13.5067837,144.8100254,1,June,6,32,32 Draw
2025-M-ITF-USA-2025-015,"Wichita KS, United States",Hard,32,Futures,2025-06-09,2025,37.6919295,-97.3375557,1,June,6,32,32 Draw
2025-M-ITF-ITA-2025-026,"Messina, Italy",Clay,32,Futures,2025-06-09,2025,38.1937571,15.5542082,1,June,6,32,32 Draw
2025-M-ITF-DOM-2025-005,"Santo Domingo, Dominican Republic",Hard,32,Futures,2025-06-09,2025,18.4713858,-69.8918436,1,June,6,32,32 Draw
2025-M-ITF-BIH-2025-005,"Kiseljak, Bosnia and Herzegovina",Clay,32,Futures,2025-06-09,2025,43.9431668,18.0774711,1,June,6,32,32 Draw
2025-M-ITF-USA-2025-016,"San Diego CA, United States",Hard,32,Futures,2025-06-09,2025,32.7166921,-117.169295,1,June,6,32,32 Draw
2025-M-ITF-ESP-2025-032,"Mungia, Spain",clay,32,Futures,2025-06-16,2025,43.3617398,-2.8350746,1,June,6,32,32 Draw
2025-M-ITF-GER-2025-016,"Saarlouis, Germany",clay,32,Futures,2025-06-16,2025,49.3164661,6.749846,1,June,6,32,32 Draw
2025-M-ITF-SRB-2025-009,"Kursumlijska Banja, Serbia",clay,32,Futures,2025-06-16,2025,43.0578755,21.2550485,1,June,6,32,32 Draw
2025-M-ITF-MAR-2025-001,"Casablanca, Morocco",Clay,32,Futures,2025-06-16,2025,33.5945144,-7.6200284,1,June,6,32,32 Draw
2025-M-ITF-ROU-2025-009,"Cluj Napoca, Romania",clay,32,Futures,2025-06-16,2025,46.769379,23.5899542,1,June,6,32,32 Draw
2025-M-ITF-TUN-2025-024,"Monastir, Tunisia",Hard,32,Futures,2025-06-16,2025,35.7707582,10.8280511,1,June,6,32,32 Draw
2025-M-ITF-TUN-2025-027,"Monastir, Tunisia",Hard,32,Futures,2025-06-16,2025,35.7707582,10.8280511,1,June,6,32,32 Draw
2025-M-ITF-HUN-2025-004,"Nyiregyhaza, Hungary",clay,32,Futures,2025-06-16,2025,47.9557802,21.7167982,1,June,6,32,32 Draw
2025-M-ITF-CHN-2025-015,"Luzhou, China",Hard,32,Futures,2025-06-16,2025,28.5297899,105.5382725,1,June,6,32,32 Draw
2025-M-ITF-USA-2025-018,"Rancho Santa Fe CA, United States",Hard,32,Futures,2025-06-16,2025,33.0184574,-117.2026633,1,June,6,32,32 Draw
2025-M-ITF-ITA-2025-012,"Cattolica, Italy",Clay,32,Futures,2025-06-16,2025,43.9639933,12.7441515,1,June,6,32,32 Draw
2025-M-ITF-TUR-2025-022,"Kayseri, Turkey",Hard,32,Futures,2025-06-16,2025,38.7219011,35.4873214,1,June,6,32,32 Draw
2025-M-ITF-USA-2025-017,"Tulsa OK, United States",Hard,32,Futures,2025-06-16,2025,36.1491852,-95.8621694,1,June,6,32,32 Draw
2025-M-ITF-BEL-2025-002,"Duffel, Belgium",clay,32,Futures,2025-06-16,2025,51.0957176,4.5061988,1,June,6,32,32 Draw
2025-M-ITF-SUI-2025-002,"Klosters, Switzerland",clay,32,Futures,2025-06-16,2025,46.8829097,9.8750678,1,June,6,32,32 Draw
2025-M-ITF-TUN-2025-028,"Monastir, Tunisia",Hard,32,Futures,2025-06-23,2025,35.7707582,10.8280511,1,June,6,32,32 Draw
2025-M-ITF-POL-2025-001,"Grodzisk Mazowiecki, Poland",Clay,32,Futures,2025-06-23,2025,52.1066223,20.6313441,1,June,6,32,32 Draw
2025-M-ITF-CHN-2025-016,"Maanshan, China",Hard,32,Futures,2025-06-23,2025,31.6866105,118.5048377,1,June,6,32,32 Draw
2025-M-ITF-NED-2025-002,"Alkmaar, Netherlands",Clay,32,Futures,2025-06-23,2025,52.6008538,4.8170994,1,June,6,32,32 Draw
2025-M-ITF-SRB-2025-010,"Kursumlijska Banja, Serbia",Clay,32,Futures,2025-06-23,2025,43.0578755,21.2550485,1,June,6,32,32 Draw
2025-M-ITF-TUN-2025-031,"Monastir, Tunisia",Hard,32,Futures,2025-06-23,2025,35.7707582,10.8280511,1,June,6,32,32 Draw
2025-M-ITF-FRA-2025-024,"Montauban, France",Clay,32,Futures,2025-06-23,2025,44.0175835,1.3549991,1,June,6,32,32 Draw
2025-M-ITF-POR-2025-010,"Elvas, Portugal",Hard,32,Futures,2025-06-23,2025,38.8806123,-7.1637237,1,June,6,32,32 Draw
2025-M-ITF-ROU-2025-010,"Targu Mures, Romania",Clay,32,Futures,2025-06-23,2025,46.5446253,24.561196,1,June,6,32,32 Draw
2025-M-ITF-MAR-2025-002,"Casablanca, Morocco",Clay,32,Futures,2025-06-23,2025,33.5945144,-7.6200284,1,June,6,32,32 Draw
2025-M-ITF-ITA-2025-013,"Bergamo, Italy",Clay,32,Futures,2025-06-23,2025,45.7566557,9.7542192,1,June,6,32,32 Draw
2025-M-ITF-USA-2025-019,"Lakewood CA, United States",Hard,32,Futures,2025-06-23,2025,33.8503463,-118.117191,1,June,6,32,32 Draw
2025-M-ITF-TUR-2025-023,"Kayseri, Turkey",Hard,32,Futures,2025-06-23,2025,38.7219011,35.4873214,1,June,6,32,32 Draw
2025-M-ITF-CRO-2025-007,"Zagreb, Croatia",Clay,32,Futures,2025-06-23,2025,45.8130967,15.9772795,1,June,6,32,32 Draw
2025-M-ITF-ESP-2025-030,"Bakio, Spain",Hard,32,Futures,2025-06-23,2025,43.4230397,-2.8142578,1,June,6,32,32 Draw
2025-M-ITF-BEL-2025-001,"Brussels, Belgium",Clay,32,Futures,2025-06-23,2025,50.8467372,4.352493,1,June,6,32,32 Draw
2025-M-ITF-GER-2025-012,"Kamen, Germany",Clay,32,Futures,2025-06-23,2025,51.5918019,7.6616804,1,June,6,32,32 Draw
2025-M-ITF-ARG-2025-007,"San Salvador de Jujuy, Argentina",Clay,32,Futures,2025-06-30,2025,-24.1852569,-65.2994789,1,June,6,32,32 Draw
2025-M-ITF-RSA-2025-004,"Hillcrest, South Africa",Hard,32,Futures,2025-07-07,2025,-29.775555,30.765556,1,July,7,32,32 Draw
2025-M-ITF-RSA-2025-005,"Hillcrest, South Africa",Hard,32,Futures,2025-06-30,2025,-29.775555,30.765556,1,June,6,32,32 Draw
2025-M-ITF-MAR-2025-003,"Tanger, Morocco",Clay,32,Futures,2025-06-30,2025,35.7696302,-5.8033522,1,June,6,32,32 Draw
2025-M-ITF-CHN-2025-018,"Maanshan, China",Hard,32,Futures,2025-07-07,2025,31.6866105,118.5048377,1,July,7,32,32 Draw
2025-M-ITF-TUN-2025-029,"Monastir, Tunisia",Hard,32,Futures,2025-06-30,2025,35.7707582,10.8280511,1,June,6,32,32 Draw
2025-M-ITF-SLO-2025-001,"Litija, Slovenia",Clay,32,Futures,2025-07-07,2025,46.0496825,14.9910757,1,July,7,32,32 Draw
2025-M-ITF-SLO-2025-002,"Store, Slovenia",Clay,32,Futures,2025-06-30,2025,46.1979164,15.3276728,1,June,6,32,32 Draw
2025-M-ITF-CAN-2025-005,"Laval, Canada",Hard,32,Futures,2025-06-30,2025,45.5571125,-73.7211779,1,June,6,32,32 Draw
2025-M-ITF-POR-2025-009,"Figueira da Foz, Portugal",Hard,32,Futures,2025-06-30,2025,40.1485808,-8.855655,1,June,6,32,32 Draw
2025-M-ITF-SRB-2025-013,"Kursumlijska Banja, Serbia",Clay,32,Futures,2025-07-07,2025,43.0578755,21.2550485,1,July,7,32,32 Draw
2025-M-ITF-ARG-2025-006,"Salta, Argentina",Clay,32,Futures,2025-07-07,2025,-25.2269908,-64.5911956,1,July,7,32,32 Draw
2025-M-ITF-SRB-2025-011,"Kursumlijska Banja, Serbia",Clay,32,Futures,2025-06-30,2025,43.0578755,21.2550485,1,June,6,32,32 Draw
2025-M-ITF-ESP-2025-034,"Roda de Bara, Spain",Hard,32,Futures,2025-07-07,2025,41.1857961,1.4569904,1,July,7,32,32 Draw
2025-M-ITF-TUR-2025-024,"Kayseri, Turkey",Hard,32,Futures,2025-06-30,2025,38.7219011,35.4873214,1,June,6,32,32 Draw
2025-M-ITF-POL-2025-002,"Lodz, Poland",Clay,32,Futures,2025-07-07,2025,51.7728245,19.478486,1,July,7,32,32 Draw
2025-M-ITF-NED-2025-003,"Amstelveen, Netherlands",Clay,32,Futures,2025-06-30,2025,52.3028209,4.8596844,1,June,6,32,32 Draw
2025-M-ITF-NED-2025-004,"The Hague, Netherlands",Clay,32,Futures,2025-07-07,2025,52.0799838,4.3113461,1,July,7,32,32 Draw
2025-M-ITF-USA-2025-020,"Los Angeles CA, United States",Hard,32,Futures,2025-06-30,2025,34.625739,-118.0826393,1,June,6,32,32 Draw
2025-M-ITF-USA-2025-022,"Dallas TX, United States",Hard,32,Futures,2025-07-07,2025,32.8350573,-97.2983175,1,July,7,32,32 Draw
2025-M-ITF-ESP-2025-013,"Getxo, Spain",Clay,32,Futures,2025-06-30,2025,43.3431164,-3.0078627,1,June,6,32,32 Draw
2025-M-ITF-COL-2025-003,"Villavicencio, Colombia",Clay,32,Futures,2025-07-07,2025,4.1114595,-73.4967836,1,July,7,32,32 Draw
2025-M-ITF-GER-2025-005,"Marburg, Germany",Clay,32,Futures,2025-06-30,2025,50.8090106,8.7704695,1,June,6,32,32 Draw
2025-M-ITF-AUT-2025-003,"Telfs, Austria",Clay,32,Futures,2025-07-07,2025,47.3046511,11.071515,1,July,7,32,32 Draw
2025-M-ITF-USA-2025-030,"San Diego, United States",Hard,32,Futures,2025-07-07,2025,32.7174202,-117.162772,1,July,7,32,32 Draw
2025-M-ITF-CHN-2025-017,"Maanshan, China",Hard,32,Futures,2025-06-30,2025,31.6866105,118.5048377,1,June,6,32,32 Draw
2025-M-ITF-TUN-2025-032,"Monastir, Tunisia",Hard,32,Futures,2025-07-07,2025,35.7707582,10.8280511,1,July,7,32,32 Draw
2025-M-ITF-JPN-2025-015,"Tokyo, Japan",Hard,32,Futures,2025-07-07,2025,35.6768601,139.7638947,1,July,7,32,32 Draw
2025-M-ITF-JPN-2025-014,"Tokyo, Japan",Hard,32,Futures,2025-06-30,2025,35.6768601,139.7638947,1,June,6,32,32 Draw
2025-M-ITF-COL-2025-004,"Bucaramanga, Colombia",Clay,32,Futures,2025-07-14,2025,7.1669842,-73.1047294,1,July,7,32,32 Draw
2025-M-ITF-THA-2025-005,"Nakhon Pathom, Thailand",Hard,32,Futures,2025-07-14,2025,13.8918425,100.0165659,1,July,7,32,32 Draw
2025-M-ITF-AUT-2025-002,"Kramsach, Austria",Clay,32,Futures,2025-07-14,2025,47.4450519,11.8808259,1,July,7,32,32 Draw
2025-M-ITF-ITA-2025-014,"Gubbio, Italy",Clay,32,Futures,2025-07-14,2025,43.3517605,12.5772959,1,July,7,32,32 Draw
2025-M-ITF-POR-2025-008,"Castelo Branco, Portugal",Hard,32,Futures,2025-07-14,2025,39.9767583,-7.4460599,1,July,7,32,32 Draw
2025-M-ITF-USA-2025-023,"Louisville, United States",Hard,32,Futures,2025-07-14,2025,38.2542376,-85.759407,1,July,7,32,32 Draw
2025-M-ITF-RSA-2025-003,"Hillcrest, South Africa",Hard,32,Futures,2025-07-14,2025,-29.775555,30.765556,1,July,7,32,32 Draw
2025-M-ITF-ESA-2025-001,"Santa Tecla, El Salvador",Hard,32,Futures,2025-07-14,2025,13.673752,-89.2885987,1,July,7,32,32 Draw
2025-M-ITF-ROU-2025-011,"Slobozia, Romania",Clay,32,Futures,2025-07-14,2025,44.5635999,27.3618477,1,July,7,32,32 Draw
2025-M-ITF-SRB-2025-014,"Kursumlijska Banja, Serbia",Clay,32,Futures,2025-07-14,2025,43.0578755,21.2550485,1,July,7,32,32 Draw
2025-M-ITF-TUN-2025-033,"Monastir, Tunisia",Hard,32,Futures,2025-07-14,2025,35.7707582,10.8280511,1,July,7,32,32 Draw
2025-M-ITF-ESP-2025-019,"Gandia, Spain",Clay,32,Futures,2025-07-14,2025,38.9675925,-0.1803423,1,July,7,32,32 Draw
2025-M-ITF-SVK-2025-001,"Poprad, Slovakia",Clay,32,Futures,2025-07-14,2025,49.0541521,20.2976401,1,July,7,32,32 Draw
2025-M-ITF-GER-2025-015,"Uslar, Germany",Clay,32,Futures,2025-07-14,2025,51.658901,9.6347785,1,July,7,32,32 Draw
2025-M-ITF-SLO-2025-009,"Nova Gorica, Slovenia",Clay,32,Futures,2025-07-14,2025,45.9581509,13.6474998,1,July,7,32,32 Draw
2025-M-ITF-FRA-2025-008,"Uriage, France",Clay,32,Futures,2025-07-14,2025,45.1507233,5.8383075,1,July,7,32,32 Draw
2025-M-ITF-USA-2025-024,"Rochester NY, United States",Clay,32,Futures,2025-07-14,2025,43.1576414,-77.6133531,1,July,7,32,32 Draw
2025-M-ITF-THA-2025-006,"Nakhon Pathom, Thailand",Hard,32,Futures,2025-07-21,2025,13.8918425,100.0165659,1,July,7,32,32 Draw
2025-M-ITF-BRA-2025-003,"Sao Paulo, Brazil",Clay,32,Futures,2025-07-21,2025,-23.5506507,-46.6333824,1,July,7,32,32 Draw
2025-M-ITF-AUT-2025-001,"Ollersbach, Austria",Clay,32,Futures,2025-07-21,2025,48.1873864,15.8440588,1,July,7,32,32 Draw
2025-M-ITF-ESA-2025-002,"Santa Tecla, El Salvador",Hard,32,Futures,2025-07-21,2025,13.673752,-89.2885987,1,July,7,32,32 Draw
2025-M-ITF-CHN-2025-019,"Wuning, China",Hard,32,Futures,2025-07-21,2025,29.2777525,115.0476181,1,July,7,32,32 Draw
2025-M-ITF-SRB-2025-015,"Kursumlijska Banja, Serbia",Clay,32,Futures,2025-07-21,2025,43.0578755,21.2550485,1,July,7,32,32 Draw
2025-M-ITF-TUN-2025-034,"Monastir, Tunisia",Hard,32,Futures,2025-07-21,2025,35.7707582,10.8280511,1,July,7,32,32 Draw
2025-M-ITF-POR-2025-011,"Porto, Portugal",Hard,32,Futures,2025-07-21,2025,41.1502195,-8.6103497,1,July,7,32,32 Draw
2025-M-ITF-ESP-2025-017,"Denia, Spain",Clay,32,Futures,2025-07-21,2025,38.8408382,0.1061105,1,July,7,32,32 Draw
2025-M-ITF-ITA-2025-027,"Segrate, Italy",Clay,32,Futures,2025-07-21,2025,45.4907352,9.2948204,1,July,7,32,32 Draw
2025-M-ITF-CHI-2025-009,"Santiago, Chile",Clay,32,Futures,2025-07-21,2025,-33.4376995,-70.6510671,1,July,7,32,32 Draw
2025-M-ITF-USA-2025-025,"Champaign IL, United States",Hard,32,Futures,2025-07-21,2025,39.8937537,-87.9377898,1,July,7,32,32 Draw
2025-M-ITF-GER-2025-010,"Metzingen, Germany",Clay,32,Futures,2025-07-21,2025,48.5397247,9.2831201,1,July,7,32,32 Draw
2025-M-ITF-POL-2025-003,"Koszalin, Poland",Clay,32,Futures,2025-07-28,2025,54.2071799,16.2175411,1,July,7,32,32 Draw
2025-M-ITF-ESP-2025-041,"Xativa, Spain",Clay,32,Futures,2025-07-28,2025,38.988085,-0.5200428,1,July,7,32,32 Draw
2025-M-ITF-AUT-2025-004,"Wels, Austria",Clay,32,Futures,2025-07-28,2025,48.1565472,14.0243752,1,July,7,32,32 Draw
2025-M-ITF-BRA-2025-002,"Joinville, Brazil",Clay,32,Futures,2025-07-28,2025,-26.3044898,-48.8486726,1,July,7,32,32 Draw
2025-M-ITF-THA-2025-012,"Nakhon Pathom, Thailand",Hard,32,Futures,2025-07-28,2025,13.8918425,100.0165659,1,July,7,32,32 Draw
2025-M-ITF-GER-2025-006,"Wetzlar, Germany",Clay,32,Futures,2025-07-28,2025,50.570561,8.531245,1,July,7,32,32 Draw
2025-M-ITF-SRB-2025-016,"Kursumlijska Banja, Serbia",Clay,32,Futures,2025-07-28,2025,43.0578755,21.2550485,1,July,7,32,32 Draw
2025-M-ITF-DEN-2025-001,"Gentofte, Denmark",Clay,32,Futures,2025-07-28,2025,55.7535946,12.541436,1,July,7,32,32 Draw
2025-M-ITF-CHN-2025-020,"Wuning, China",Hard,32,Futures,2025-07-28,2025,29.2777525,115.0476181,1,July,7,32,32 Draw
2025-M-ITF-ROU-2025-013,"Pitesti, Romania",Clay,32,Futures,2025-07-28,2025,44.8572882,24.8721156,1,July,7,32,32 Draw
2025-M-ITF-TUN-2025-035,"Monastir, Tunisia",Hard,32,Futures,2025-07-28,2025,35.7707582,10.8280511,1,July,7,32,32 Draw
2025-M-ITF-CHI-2025-010,"Santiago, Chile",Clay,32,Futures,2025-07-28,2025,-33.4376995,-70.6510671,1,July,7,32,32 Draw
2025-M-ITF-IRL-2025-001,"Dublin, Ireland",Carpet,32,Futures,2025-07-28,2025,53.3493795,-6.2605593,1,July,7,32,32 Draw
2025-M-ITF-USA-2025-026,"Edwardsville IL, United States",Hard,32,Futures,2025-07-28,2025,38.7296083,-89.8845138,1,July,7,32,32 Draw
2025-M-ITF-INA-2025-002,"Bali, Indonesia",Hard,32,Futures,2025-07-28,2025,-8.2271303,115.1919203,1,July,7,32,32 Draw
2025-M-ITF-CGO-2025-001,"Brazzaville, Republic of the Congo",Clay,32,Futures,2025-07-28,2025,-4.2694407,15.2712256,1,July,7,32,32 Draw
2025-M-ITF-ITA-2025-018,"Bolzano, Italy",Clay,32,Futures,2025-07-28,2025,46.6559455,11.2302129,1,July,7,32,32 Draw
2025-M-ITF-SWE-2025-002,"Ystad, Sweden",Clay,32,Futures,2025-08-11,2025,55.4295203,13.8201171,1,August,8,32,32 Draw
2025-M-ITF-SGP-2025-002,"Singapore, Singapore",Hard,32,Futures,2025-08-11,2025,1.2899175,103.8519072,1,August,8,32,32 Draw
2025-M-ITF-SRB-2025-018,"Pirot, Serbia",Clay,32,Futures,2025-08-11,2025,43.1547342,22.5865039,1,August,8,32,32 Draw
2025-M-ITF-SLO-2025-004,"Slovenska Bistrica, Slovenia",Clay,32,Futures,2025-08-04,2025,46.4073813,15.5635933,1,August,8,32,32 Draw
2025-M-ITF-SRB-2025-017,"Kursumlijska Banja, Serbia",Clay,32,Futures,2025-08-04,2025,43.0578755,21.2550485,1,August,8,32,32 Draw
2025-M-ITF-FIN-2025-003,"Turku, Finland",Hard,32,Futures,2025-08-11,2025,60.4515932,22.2669991,1,August,8,32,32 Draw
2025-M-ITF-ROU-2025-015,"Targu Jiu, Romania",Clay,32,Futures,2025-08-11,2025,45.0422947,23.2728118,1,August,8,32,32 Draw
2025-M-ITF-USA-2025-027,"Southaven MS, United States",Hard,32,Futures,2025-08-04,2025,34.9873822,-90.0034862,1,August,8,32,32 Draw
2025-M-ITF-INA-2025-004,"Bali, Indonesia",Hard,32,Futures,2025-08-04,2025,-8.2271303,115.1919203,1,August,8,32,32 Draw
2025-M-ITF-INA-2025-003,"Bali, Indonesia",Hard,32,Futures,2025-08-11,2025,-8.2271303,115.1919203,1,August,8,32,32 Draw
2025-M-ITF-GBR-2025-007,"Roehampton, United Kingdom",Hard,32,Futures,2025-08-04,2025,51.4498773,-0.2412672,1,August,8,32,32 Draw
2025-M-ITF-ROU-2025-014,"Curtea de Arges, Romania",Clay,32,Futures,2025-08-04,2025,45.1469341,24.6779826,1,August,8,32,32 Draw
2025-M-ITF-POL-2025-006,"Bielsko Biala, Poland",Clay,32,Futures,2025-08-11,2025,49.822118,19.0448936,1,August,8,32,32 Draw
2025-M-ITF-CHN-2025-022,"Yinchuan, China",Hard,32,Futures,2025-08-11,2025,38.4871699,106.2266569,1,August,8,32,32 Draw
2025-M-ITF-CHN-2025-021,"Wuning, China",Hard,32,Futures,2025-08-04,2025,29.2777525,115.0476181,1,August,8,32,32 Draw
2025-M-ITF-USA-2025-028,"Huntsville AL, United States",Clay,32,Futures,2025-08-11,2025,33.5562102,-86.8035923,1,August,8,32,32 Draw
2025-M-ITF-GER-2025-009,"Frankfurt, Germany",Clay,32,Futures,2025-08-04,2025,50.1106444,8.6820917,1,August,8,32,32 Draw
2025-M-ITF-BEL-2025-004,"Eupen, Belgium",Clay,32,Futures,2025-08-04,2025,50.6305665,6.0312717,1,August,8,32,32 Draw
2025-M-ITF-BEL-2025-003,"Koksijde, Belgium",Clay,32,Futures,2025-08-11,2025,51.1187723,2.6349277,1,August,8,32,32 Draw
2025-M-ITF-ESP-2025-037,"Gijón, Spain",Clay,32,Futures,2025-08-11,2025,43.5449422,-5.66275,1,August,8,32,32 Draw
2025-M-ITF-KAZ-2025-003,"Astana, Kazakhstan",Hard,32,Futures,2025-08-04,2025,51.1159933,71.4677059,1,August,8,32,32 Draw
2025-M-ITF-AUS-2025-006,"Brisbane, Australia",Hard,32,Futures,2025-08-11,2025,-27.4689623,153.0235009,1,August,8,32,32 Draw
