Tournament ID,Tournament City,Surface,draw_size,Tournament Level,Tournament Date,year,Latitude,Longitude,Level Weight,Month Name,Month Number,Draw Weight,Draw Size
2023-M-ITF-ITA-16A-2023,"Perugia, Italy",Clay,32,Futures,2023-07-24,2023,43.1070321,12.4029962,1,July,7,32,32 Draw
2023-M-ITF-ITA-17A-2023,"Bolzano, Italy",Clay,32,Futures,2023-07-31,2023,46.6559455,11.2302129,1,July,7,32,32 Draw
2023-M-ITF-ITA-18A-2023,"Rome, Italy",Clay,32,Futures,2023-05-29,2023,41.8933203,12.4829321,1,May,5,32,32 Draw
2023-M-ITF-ITA-19A-2023,"Cattolica, Italy",Clay,32,Futures,2023-06-19,2023,43.9639933,12.7441515,1,June,6,32,32 Draw
2023-M-ITF-ITA-23A-2023,"Pozzuoli, Italy",Hard,32,Futures,2023-09-11,2023,40.822643,14.1219109,1,September,9,32,32 Draw
2023-M-ITF-ITA-24B-2023,"Forli, Italy",Clay,32,Futures,2023-08-28,2023,44.2227278,12.041273,1,August,8,32,32 Draw
2023-M-ITF-ITA-32A-2023,"Selva Gardena, Italy",Hard,32,Futures,2023-10-30,2023,46.5551877,11.7600992,1,October,10,32,32 Draw
2023-M-ITF-ITA-35A-2023,"San Gregorio di Catania, Italy",Clay,32,Futures,2023-11-27,2023,37.565254,15.111788,1,November,11,32,32 Draw
2023-M-ITF-JPN-01A-2023,"Tsukuba, Japan",Hard,32,Futures,2023-03-27,2023,36.0833265,140.077279,1,March,3,32,32 Draw
2023-M-ITF-JPN-02A-2023,"Kashiwa, Japan",Hard,32,Futures,2023-04-03,2023,35.8676218,139.9756876,1,April,4,32,32 Draw
2023-M-ITF-JPN-03A-2023,"Karuizawa, Japan",Clay,32,Futures,2023-05-29,2023,36.3482938,138.5969968,1,May,5,32,32 Draw
2023-M-ITF-JPN-04A-2023,"Sapporo, Japan",Hard,32,Futures,2023-09-04,2023,43.061936,141.3542924,1,September,9,32,32 Draw
2023-M-ITF-JPN-05A-2023,"Sapporo, Japan",Hard,32,Futures,2023-09-11,2023,43.061936,141.3542924,1,September,9,32,32 Draw
2023-M-ITF-JPN-06A-2023,"Takasaki, Japan",Hard,32,Futures,2023-09-18,2023,36.3220984,139.0032758,1,September,9,32,32 Draw
2023-M-ITF-JPN-07A-2023,"Yanagawa, Japan",Hard,32,Futures,2023-12-18,2023,33.1630969,130.4058091,1,December,12,32,32 Draw
2023-M-ITF-JPN-08A-2023,"Yanagawa, Japan",Hard,32,Futures,2023-12-25,2023,33.1630969,130.4058091,1,December,12,32,32 Draw
2023-M-ITF-KAZ-01A-2023,"Aktobe, Kazakhstan",Hard,32,Futures,2023-02-27,2023,50.2836938,57.2298129,1,February,2,32,32 Draw
2023-M-ITF-KAZ-02A-2023,"Aktobe, Kazakhstan",Hard,32,Futures,2023-03-06,2023,50.2836938,57.2298129,1,March,3,32,32 Draw
2023-M-ITF-KOR-01A-2023,"Daegu, South Korea",Hard,32,Futures,2023-06-05,2023,35.8713,128.6018,1,June,6,32,32 Draw
2023-M-ITF-KOR-02A-2023,"Changwon, South Korea",Hard,32,Futures,2023-06-12,2023,35.227956,128.6818586,1,June,6,32,32 Draw
2023-M-ITF-KOR-03A-2023,"Anseong, South Korea",Clay,32,Futures,2023-06-19,2023,37.007773,127.279971,1,June,6,32,32 Draw
2023-M-ITF-KUW-01A-2023,"Al Zahra, Kuwait",Hard,32,Futures,2023-01-23,2023,29.2713891,48.0041915,1,January,1,32,32 Draw
2023-M-ITF-KUW-02A-2023,"Al Zahra, Kuwait",Hard,32,Futures,2023-10-23,2023,29.2713891,48.0041915,1,October,10,32,32 Draw
2023-M-ITF-KUW-03A-2023,"Al Zahra, Kuwait",Hard,32,Futures,2023-10-30,2023,29.2713891,48.0041915,1,October,10,32,32 Draw
2023-M-ITF-KUW-04A-2023,"Zahra, Kuwait",Hard,32,Futures,2023-11-27,2023,29.2755879,47.9997683,1,November,11,32,32 Draw
2023-M-ITF-KUW-05A-2023,"Zahra, Kuwait",Hard,32,Futures,2023-12-04,2023,29.2755879,47.9997683,1,December,12,32,32 Draw
2023-M-ITF-KUW-06A-2023,"Zahra, Kuwait",Hard,32,Futures,2023-12-11,2023,29.2755879,47.9997683,1,December,12,32,32 Draw
2023-M-ITF-LTU-01A-2023,"Vilnius, Lithuania",Hard,32,Futures,2023-01-16,2023,54.6870458,25.2829111,1,January,1,32,32 Draw
2023-M-ITF-LUX-01A-2023,"Esch-sur-Alzette, Luxembourg",Clay,32,Futures,2023-07-17,2023,49.4959628,5.9850306,1,July,7,32,32 Draw
2023-M-ITF-MAR-01A-2023,"Tanger, Morocco",Clay,32,Futures,2023-06-05,2023,35.7696302,-5.8033522,1,June,6,32,32 Draw
2023-M-ITF-MAR-02A-2023,"Rabat, Morocco",Clay,32,Futures,2023-06-12,2023,34.0218454,-6.8408929,1,June,6,32,32 Draw
2023-M-ITF-MAR-03A-2023,"Casablanca, Morocco",Clay,32,Futures,2023-06-19,2023,33.5945144,-7.6200284,1,June,6,32,32 Draw
2023-M-ITF-MAR-04A-2023,"Casablanca, Morocco",Clay,32,Futures,2023-06-26,2023,33.5945144,-7.6200284,1,June,6,32,32 Draw
2023-M-ITF-MAS-01A-2023,"Kuching, Malaysia",Hard,32,Futures,2023-11-13,2023,1.5597561,110.345397,1,November,11,32,32 Draw
2023-M-ITF-MAS-02A-2023,"Ipoh Perak, Malaysia",Hard,32,Futures,2023-11-20,2023,4.5570781,101.1154345,1,November,11,32,32 Draw
2023-M-ITF-MAS-03A-2023,"Kuala Lumpur, Malaysia",Hard,32,Futures,2023-11-27,2023,3.1516964,101.6942371,1,November,11,32,32 Draw
2023-M-ITF-MEX-01A-2023,"Xalapa, Mexico",Hard,32,Futures,2023-05-15,2023,19.5408338,-96.9146374,1,May,5,32,32 Draw
2023-M-ITF-MEX-02A-2023,"Tabasco, Mexico",Hard,32,Futures,2023-05-22,2023,17.9999288,-92.6681659,1,May,5,32,32 Draw
2023-M-ITF-MEX-03A-2023,"Zapopan, Mexico",Clay,32,Futures,2023-10-09,2023,20.7211203,-103.3913671,1,October,10,32,32 Draw
2023-M-ITF-MEX-04A-2023,"Morelia, Mexico",Hard,32,Futures,2023-10-16,2023,19.6546004,-101.2623797,1,October,10,32,32 Draw
2023-M-ITF-MKD-01A-2023,"Skopje, North Macedonia",Clay,32,Futures,2023-06-05,2023,41.9962164,21.4318935,1,June,6,32,32 Draw
2023-M-ITF-NED-01A-2023,"Alkmaar, Netherlands",Clay,32,Futures,2023-06-26,2023,52.6008538,4.8170994,1,June,6,32,32 Draw
2023-M-ITF-NED-02A-2023,"The Hague, Netherlands",Clay,32,Futures,2023-07-03,2023,52.0799838,4.3113461,1,July,7,32,32 Draw
2023-M-ITF-NED-03A-2023,"Eindhoven, Netherlands",Clay,32,Futures,2023-07-31,2023,51.4485569,5.4501225,1,July,7,32,32 Draw
2023-M-ITF-NED-04A-2023,"Oldenzaal, Netherlands",Clay,32,Futures,2023-08-28,2023,52.3116616,6.9241615,1,August,8,32,32 Draw
2023-M-ITF-NED-05A-2023,"Haren, Netherlands",Clay,32,Futures,2023-09-04,2023,53.1709841,6.6061413,1,September,9,32,32 Draw
2023-M-ITF-NZL-01A-2023,"Wellington, New Zealand",Hard,32,Futures,2023-12-11,2023,-41.2887953,174.7772114,1,December,12,32,32 Draw
2023-M-ITF-NZL-02A-2023,"Papamoa, New Zealand",Hard,32,Futures,2023-12-18,2023,-37.7026447,176.2843664,1,December,12,32,32 Draw
2023-M-ITF-POL-01A-2023,"Wroclaw, Poland",Clay,32,Futures,2023-06-26,2023,51.1089776,17.0326689,1,June,6,32,32 Draw
2023-M-ITF-POL-03B-2023,"Koszalin, Poland",Clay,32,Futures,2023-09-04,2023,54.2071799,16.2175411,1,September,9,32,32 Draw
2023-M-ITF-POL-05A-2023,"Szczawno, Poland",Clay,32,Futures,2023-08-28,2023,51.4388599,18.7942608,1,August,8,32,32 Draw
2023-M-ITF-POR-01A-2023,"Vila Real de Santo Antonio, Portugal",Hard,32,Futures,2023-02-06,2023,37.1946052,-7.4155628,1,February,2,32,32 Draw
2023-M-ITF-POR-02A-2023,"Vila Real de Santo Antonio, Portugal",Hard,32,Futures,2023-02-13,2023,37.1946052,-7.4155628,1,February,2,32,32 Draw
2023-M-ITF-POR-03A-2023,"Faro, Portugal",Hard,32,Futures,2023-02-20,2023,37.0162944,-7.935182,1,February,2,32,32 Draw
2023-M-ITF-POR-04A-2023,"Loule, Portugal",Hard,32,Futures,2023-02-27,2023,37.1399532,-8.023324,1,February,2,32,32 Draw
2023-M-ITF-POR-05A-2023,"Portimao, Portugal",Hard,32,Futures,2023-03-13,2023,37.1375808,-8.5368426,1,March,3,32,32 Draw
2023-M-ITF-POR-06A-2023,"Quinta Do Lago, Portugal",Hard,32,Futures,2023-03-06,2023,37.8037119,-8.6849265,1,March,3,32,32 Draw
2023-M-ITF-POR-07A-2023,"Setubal, Portugal",Hard,32,Futures,2023-09-18,2023,38.5241783,-8.8932341,1,September,9,32,32 Draw
2023-M-ITF-POR-09A-2023,"Idanha-a-Nova, Portugal",Hard,32,Futures,2023-08-21,2023,39.9260883,-7.2436356,1,August,8,32,32 Draw
2023-M-ITF-POR-10A-2023,"Idanha-a-Nova, Portugal",Hard,32,Futures,2023-08-28,2023,39.9260883,-7.2436356,1,August,8,32,32 Draw
2023-M-ITF-POR-12A-2023,"Sintra, Portugal",Hard,32,Futures,2023-09-04,2023,38.8355446,-9.3522371,1,September,9,32,32 Draw
2023-M-ITF-POR-13A-2023,"Sintra, Portugal",Hard,32,Futures,2023-09-11,2023,38.8355446,-9.3522371,1,September,9,32,32 Draw
2023-M-ITF-POR-16B-2023,"Tavira, Portugal",Hard,32,Futures,2023-10-16,2023,37.1262493,-7.6499121,1,October,10,32,32 Draw
2023-M-ITF-POR-17A-2023,"Tavira, Portugal",Hard,32,Futures,2023-10-09,2023,37.1262493,-7.6499121,1,October,10,32,32 Draw
2023-M-ITF-POR-18A-2023,"Vale do Lobo, Portugal",Hard,32,Futures,2023-11-13,2023,40.6047799,-8.2416254,1,November,11,32,32 Draw
2023-M-ITF-POR-19A-2023,"Vale do Lobo, Portugal",Hard,32,Futures,2023-11-20,2023,40.6047799,-8.2416254,1,November,11,32,32 Draw
2023-M-ITF-QAT-01A-2023,"Doha, Qatar",Hard,32,Futures,2023-01-09,2023,25.3108807,51.5081812,1,January,1,32,32 Draw
2023-M-ITF-QAT-02A-2023,"Doha, Qatar",Hard,32,Futures,2023-01-16,2023,25.3108807,51.5081812,1,January,1,32,32 Draw
2023-M-ITF-QAT-03A-2023,"Doha, Qatar",Hard,32,Futures,2023-10-02,2023,25.3108807,51.5081812,1,October,10,32,32 Draw
2023-M-ITF-QAT-04A-2023,"Doha, Qatar",Hard,32,Futures,2023-10-09,2023,25.3108807,51.5081812,1,October,10,32,32 Draw
2023-M-ITF-ROU-01A-2023,"Bucharest, Romania",Clay,32,Futures,2023-05-22,2023,44.4361414,26.102684,1,May,5,32,32 Draw
2023-M-ITF-ROU-01B-2023,"Satu Mare, Romania",Clay,32,Futures,2023-09-11,2023,47.7891763,22.8725598,1,September,9,32,32 Draw
2023-M-ITF-ROU-02A-2023,"Constanta, Romania",Clay,32,Futures,2023-05-29,2023,44.1767161,28.6507598,1,May,5,32,32 Draw
2023-M-ITF-ROU-03A-2023,"Constanta, Romania",Clay,32,Futures,2023-09-04,2023,44.1767161,28.6507598,1,September,9,32,32 Draw
2023-M-ITF-ROU-04A-2023,"Cluj Napoca, Romania",Clay,32,Futures,2023-06-19,2023,46.769379,23.5899542,1,June,6,32,32 Draw
2023-M-ITF-ROU-10A-2023,"Bucharest, Romania",Clay,32,Futures,2023-08-28,2023,44.4361414,26.102684,1,August,8,32,32 Draw
2023-M-ITF-ROU-12A-2023,"Arad, Romania",Clay,32,Futures,2023-09-25,2023,46.1753793,21.3196342,1,September,9,32,32 Draw
2023-M-ITF-RWA-01A-2023,"Kigali, Rwanda",Clay,32,Futures,2023-09-04,2023,-1.9534357,30.1140089,1,September,9,32,32 Draw
2023-M-ITF-RWA-02A-2023,"Kigali, Rwanda",Clay,32,Futures,2023-09-11,2023,-1.9534357,30.1140089,1,September,9,32,32 Draw
2023-M-ITF-SGP-01A-2023,"Singapore, Singapore",Hard,32,Futures,2023-04-03,2023,1.2899175,103.8519072,1,April,4,32,32 Draw
2023-M-ITF-SLO-01A-2023,"Celje, Slovenia",Clay,32,Futures,2023-06-26,2023,46.2293889,15.2616828,1,June,6,32,32 Draw
2023-M-ITF-SLO-02A-2023,"Litija, Slovenia",Clay,32,Futures,2023-06-12,2023,46.0496825,14.9910757,1,June,6,32,32 Draw
2023-M-ITF-SLO-03A-2023,"Krsko, Slovenia",Clay,32,Futures,2023-05-15,2023,45.9576446,15.4946767,1,May,5,32,32 Draw
2023-M-ITF-SLO-04A-2023,"Store, Slovenia",Clay,32,Futures,2023-06-19,2023,46.1979164,15.3276728,1,June,6,32,32 Draw
2023-M-ITF-SLO-05A-2023,"Maribor, Slovenia",Clay,32,Futures,2023-08-28,2023,46.5576439,15.6455854,1,August,8,32,32 Draw
2023-M-ITF-SLO-06A-2023,"Maribor, Slovenia",Clay,32,Futures,2023-09-04,2023,46.5576439,15.6455854,1,September,9,32,32 Draw
2023-M-ITF-SRB-01A-2023,"Kursumlijska Banja, Serbia",Clay,32,Futures,2023-04-24,2023,43.0578755,21.2550485,1,April,4,32,32 Draw
2023-M-ITF-SRB-02A-2023,"Kursumlijska Banja, Serbia",Clay,32,Futures,2023-05-01,2023,43.0578755,21.2550485,1,May,5,32,32 Draw
2023-M-ITF-SRB-03A-2023,"Kursumlijska Banja, Serbia",Clay,32,Futures,2023-05-08,2023,43.0578755,21.2550485,1,May,5,32,32 Draw
2023-M-ITF-SRB-04A-2023,"Kursumlijska Banja, Serbia",Clay,32,Futures,2023-05-15,2023,43.0578755,21.2550485,1,May,5,32,32 Draw
2023-M-ITF-SRB-05A-2023,"Kursumlijska Banja, Serbia",Clay,32,Futures,2023-05-22,2023,43.0578755,21.2550485,1,May,5,32,32 Draw
2023-M-ITF-SRB-06A-2023,"Kursumlijska Banja, Serbia",Clay,32,Futures,2023-05-29,2023,43.0578755,21.2550485,1,May,5,32,32 Draw
2023-M-ITF-SRB-07A-2023,"Kursumlijska Banja, Serbia",Clay,32,Futures,2023-06-05,2023,43.0578755,21.2550485,1,June,6,32,32 Draw
2023-M-ITF-SRB-08A-2023,"Kursumlijska Banja, Serbia",Clay,32,Futures,2023-06-12,2023,43.0578755,21.2550485,1,June,6,32,32 Draw
2023-M-ITF-SRB-09A-2023,"Kursumlijska Banja, Serbia",Clay,32,Futures,2023-06-19,2023,43.0578755,21.2550485,1,June,6,32,32 Draw
2023-M-ITF-SRB-10A-2023,"Belgrade, Serbia",Clay,32,Futures,2023-06-26,2023,44.8153318,20.4456588,1,June,6,32,32 Draw
2023-M-ITF-SRB-15A-2023,"Kursumlijska Banja, Serbia",Clay,32,Futures,2023-08-28,2023,43.0578755,21.2550485,1,August,8,32,32 Draw
2023-M-ITF-SRB-16A-2023,"Kursumlijska Banja, Serbia",Clay,32,Futures,2023-09-11,2023,43.0578755,21.2550485,1,September,9,32,32 Draw
2023-M-ITF-SRB-17A-2023,"Kursumlijska Banja, Serbia",Clay,32,Futures,2023-09-18,2023,43.0578755,21.2550485,1,September,9,32,32 Draw
2023-M-ITF-SRB-18A-2023,"Pirot, Serbia",Clay,32,Futures,2023-09-04,2023,43.1547342,22.5865039,1,September,9,32,32 Draw
2023-M-ITF-SRB-19A-2023,"Zlatibor, Serbia",Clay,32,Futures,2023-09-25,2023,43.6742413,19.6124633,1,September,9,32,32 Draw
2023-M-ITF-SUI-01A-2023,"Trimbach, Switzerland",Carpet,32,Futures,2023-03-13,2023,47.3631152,7.9023314,1,March,3,32,32 Draw
2023-M-ITF-SUI-02A-2023,"Klosters, Switzerland",Clay,32,Futures,2023-07-03,2023,46.8829097,9.8750678,1,July,7,32,32 Draw
2023-M-ITF-SUI-05A-2023,"Sion, Switzerland",Clay,32,Futures,2023-08-28,2023,46.2311749,7.3588795,1,August,8,32,32 Draw
2023-M-ITF-SVK-01A-2023,"Trnava, Slovakia",Hard,32,Futures,2023-03-27,2023,48.374218,17.5809299,1,March,3,32,32 Draw
2023-M-ITF-SVK-02A-2023,"Poprad, Slovakia",Clay,32,Futures,2023-06-19,2023,49.0541521,20.2976401,1,June,6,32,32 Draw
2023-M-ITF-SVK-03A-2023,"Trnava, Slovakia",Hard,32,Futures,2023-11-06,2023,48.374218,17.5809299,1,November,11,32,32 Draw
2023-M-ITF-SWE-01A-2023,"Varnamo, Sweden",Clay,32,Futures,2023-05-08,2023,57.184902,14.0410977,1,May,5,32,32 Draw
2023-M-ITF-SWE-02A-2023,"Kalmar, Sweden",Clay,32,Futures,2023-05-15,2023,56.6628826,16.3662382,1,May,5,32,32 Draw
2023-M-ITF-SWE-04A-2023,"Danderyd, Sweden",Hard,32,Futures,2023-09-18,2023,59.4043647,18.0358505,1,September,9,32,32 Draw
2023-M-ITF-SWE-05A-2023,"Falun, Sweden",Hard,32,Futures,2023-09-25,2023,60.6070068,15.6323059,1,September,9,32,32 Draw
2023-M-ITF-THA-01A-2023,"Nakhon Si Thammarat, Thailand",Hard,32,Futures,2023-05-29,2023,8.6772337,99.7309635,1,May,5,32,32 Draw
2023-M-ITF-THA-02A-2023,"Nakhon Si Thammarat, Thailand",Hard,32,Futures,2023-06-05,2023,8.6772337,99.7309635,1,June,6,32,32 Draw
2023-M-ITF-THA-03A-2023,"Nakhon Si Thammarat, Thailand",Hard,32,Futures,2023-06-12,2023,8.6772337,99.7309635,1,June,6,32,32 Draw
2023-M-ITF-THA-04A-2023,"Nakhon Si Thammarat, Thailand",Hard,32,Futures,2023-07-03,2023,8.6772337,99.7309635,1,July,7,32,32 Draw
2023-M-ITF-THA-05A-2023,"Nakhon Si Thammarat, Thailand",Hard,32,Futures,2023-07-10,2023,8.6772337,99.7309635,1,July,7,32,32 Draw
2023-M-ITF-THA-06A-2023,"Nakhon Si Thammarat, Thailand",Hard,32,Futures,2023-07-17,2023,8.6772337,99.7309635,1,July,7,32,32 Draw
2023-M-ITF-THA-08A-2023,"Nakhon Si Thammarat, Thailand",Hard,32,Futures,2023-08-28,2023,8.6772337,99.7309635,1,August,8,32,32 Draw
2023-M-ITF-THA-09A-2023,"Nakhon Si Thammarat, Thailand",Hard,32,Futures,2023-09-04,2023,8.6772337,99.7309635,1,September,9,32,32 Draw
2023-M-ITF-THA-10A-2023,"Hua Hin, Thailand",Hard,32,Futures,2023-11-06,2023,12.5699326,99.9573437,1,November,11,32,32 Draw
2023-M-ITF-THA-11A-2023,"Hua Hin, Thailand",Hard,32,Futures,2023-11-13,2023,12.5699326,99.9573437,1,November,11,32,32 Draw
2023-M-ITF-TPE-01A-2023,"Tainan, Taiwan",Clay,32,Futures,2023-08-14,2023,22.9912348,120.184982,1,August,8,32,32 Draw
2023-M-ITF-TPE-02A-2023,"Tainan, Taiwan",Clay,32,Futures,2023-08-21,2023,22.9912348,120.184982,1,August,8,32,32 Draw
2023-M-ITF-TTO-01A-2023,"Tacarigua, Trinidad and Tobago",Hard,32,Futures,2023-04-17,2023,10.6437356,-61.361173,1,April,4,32,32 Draw
2023-M-ITF-TTO-02A-2023,"Tacarigua, Trinidad and Tobago",Hard,32,Futures,2023-04-24,2023,10.6437356,-61.361173,1,April,4,32,32 Draw
2023-M-ITF-TUN-01A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-01-02,2023,35.7707582,10.8280511,1,January,1,32,32 Draw
2023-M-ITF-TUN-02A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-01-09,2023,35.7707582,10.8280511,1,January,1,32,32 Draw
2023-M-ITF-TUN-03A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-01-16,2023,35.7707582,10.8280511,1,January,1,32,32 Draw
2023-M-ITF-TUN-04A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-01-23,2023,35.7707582,10.8280511,1,January,1,32,32 Draw
2023-M-ITF-TUN-05A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-01-30,2023,35.7707582,10.8280511,1,January,1,32,32 Draw
2023-M-ITF-TUN-06A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-01-30,2023,35.7707582,10.8280511,1,January,1,32,32 Draw
2023-M-ITF-TUN-07A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-02-06,2023,35.7707582,10.8280511,1,February,2,32,32 Draw
2023-M-ITF-TUN-08A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-02-06,2023,35.7707582,10.8280511,1,February,2,32,32 Draw
2023-M-ITF-TUN-09A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-02-13,2023,35.7707582,10.8280511,1,February,2,32,32 Draw
2023-M-ITF-TUN-10A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-02-13,2023,35.7707582,10.8280511,1,February,2,32,32 Draw
2023-M-ITF-TUN-11A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-02-20,2023,35.7707582,10.8280511,1,February,2,32,32 Draw
2023-M-ITF-TUN-12A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-02-20,2023,35.7707582,10.8280511,1,February,2,32,32 Draw
2023-M-ITF-TUN-13A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-02-27,2023,35.7707582,10.8280511,1,February,2,32,32 Draw
2023-M-ITF-TUN-14A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-03-06,2023,35.7707582,10.8280511,1,March,3,32,32 Draw
2023-M-ITF-TUN-15A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-03-13,2023,35.7707582,10.8280511,1,March,3,32,32 Draw
2023-M-ITF-TUN-16A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-03-20,2023,35.7707582,10.8280511,1,March,3,32,32 Draw
2023-M-ITF-TUN-17A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-03-27,2023,35.7707582,10.8280511,1,March,3,32,32 Draw
2023-M-ITF-TUN-18A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-04-03,2023,35.7707582,10.8280511,1,April,4,32,32 Draw
2023-M-ITF-TUN-19A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-04-10,2023,35.7707582,10.8280511,1,April,4,32,32 Draw
2023-M-ITF-TUN-20A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-04-17,2023,35.7707582,10.8280511,1,April,4,32,32 Draw
2023-M-ITF-TUN-21A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-04-24,2023,35.7707582,10.8280511,1,April,4,32,32 Draw
2023-M-ITF-TUN-22A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-05-01,2023,35.7707582,10.8280511,1,May,5,32,32 Draw
2023-M-ITF-TUN-23A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-05-08,2023,35.7707582,10.8280511,1,May,5,32,32 Draw
2023-M-ITF-TUN-24A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-05-15,2023,35.7707582,10.8280511,1,May,5,32,32 Draw
2023-M-ITF-TUN-25A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-05-22,2023,35.7707582,10.8280511,1,May,5,32,32 Draw
2023-M-ITF-TUN-26A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-05-29,2023,35.7707582,10.8280511,1,May,5,32,32 Draw
2023-M-ITF-TUN-27A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-06-05,2023,35.7707582,10.8280511,1,June,6,32,32 Draw
2023-M-ITF-TUN-28A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-06-12,2023,35.7707582,10.8280511,1,June,6,32,32 Draw
2023-M-ITF-TUN-29A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-06-19,2023,35.7707582,10.8280511,1,June,6,32,32 Draw
2023-M-ITF-TUN-30A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-06-26,2023,35.7707582,10.8280511,1,June,6,32,32 Draw
2023-M-ITF-TUN-39A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-08-28,2023,35.7707582,10.8280511,1,August,8,32,32 Draw
2023-M-ITF-TUN-40A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-09-04,2023,35.7707582,10.8280511,1,September,9,32,32 Draw
2023-M-ITF-TUN-41A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-09-11,2023,35.7707582,10.8280511,1,September,9,32,32 Draw
2023-M-ITF-TUN-42A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-09-18,2023,35.7707582,10.8280511,1,September,9,32,32 Draw
2023-M-ITF-TUN-43A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-09-25,2023,35.7707582,10.8280511,1,September,9,32,32 Draw
2023-M-ITF-TUN-44A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-09-04,2023,35.7707582,10.8280511,1,September,9,32,32 Draw
2023-M-ITF-TUN-45A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-09-11,2023,35.7707582,10.8280511,1,September,9,32,32 Draw
2023-M-ITF-TUN-46A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-10-02,2023,35.7707582,10.8280511,1,October,10,32,32 Draw
2023-M-ITF-TUN-47A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-10-09,2023,35.7707582,10.8280511,1,October,10,32,32 Draw
2023-M-ITF-TUN-48A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-10-16,2023,35.7707582,10.8280511,1,October,10,32,32 Draw
2023-M-ITF-TUN-49A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-10-23,2023,35.7707582,10.8280511,1,October,10,32,32 Draw
2023-M-ITF-TUN-50A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-10-30,2023,35.7707582,10.8280511,1,October,10,32,32 Draw
2023-M-ITF-TUN-51A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-11-06,2023,35.7707582,10.8280511,1,November,11,32,32 Draw
2023-M-ITF-TUN-52A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-11-13,2023,35.7707582,10.8280511,1,November,11,32,32 Draw
2023-M-ITF-TUN-53A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-11-20,2023,35.7707582,10.8280511,1,November,11,32,32 Draw
2023-M-ITF-TUN-54A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-11-27,2023,35.7707582,10.8280511,1,November,11,32,32 Draw
2023-M-ITF-TUN-55A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-11-06,2023,35.7707582,10.8280511,1,November,11,32,32 Draw
2023-M-ITF-TUN-56A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-11-13,2023,35.7707582,10.8280511,1,November,11,32,32 Draw
2023-M-ITF-TUN-57A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-11-20,2023,35.7707582,10.8280511,1,November,11,32,32 Draw
2023-M-ITF-TUN-58A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-11-27,2023,35.7707582,10.8280511,1,November,11,32,32 Draw
2023-M-ITF-TUN-59A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-12-04,2023,35.7707582,10.8280511,1,December,12,32,32 Draw
2023-M-ITF-TUN-60A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-12-11,2023,35.7707582,10.8280511,1,December,12,32,32 Draw
2023-M-ITF-TUN-61A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-12-18,2023,35.7707582,10.8280511,1,December,12,32,32 Draw
2023-M-ITF-TUN-62A-2023,"Monastir, Tunisia",Hard,32,Futures,2023-12-25,2023,35.7707582,10.8280511,1,December,12,32,32 Draw
